,Genero,Artista,Titulo,longitud_cancion,diversidad_lexica,verbos_unicos,adjetivos_unicos,sustantivos_unicos
1634,rock,maná,vivir sin aire,69.0,0.4638,0.2319,0.029,0.1739
1635,rock,maná,ángel de amor,92.0,0.3696,0.1413,0.0109,0.1196
1636,rock,mar de copas,a tu lado,54.0,0.7963,0.1852,0.1852,0.3148
1637,rock,mar de copas,adiós amor,54.0,0.8519,0.2593,0.1667,0.3704
1638,rock,mar de copas,al pasar de las horas,54.0,0.7407,0.2407,0.1481,0.3333
1639,rock,mar de copas,balada de un encuentro fugaz,110.0,0.5455,0.1818,0.1,0.1545
1640,rock,mar de copas,cancion,71.0,0.3099,0.1127,0.0423,0.0986
1641,rock,mar de copas,cuenta la historia,54.0,0.8333,0.2037,0.2963,0.3519
1642,rock,mar de copas,de tierra,57.0,0.8246,0.1754,0.193,0.4035
1643,rock,mar de copas,devuélveme,49.0,0.9184,0.3265,0.102,0.3878
1644,rock,mar de copas,déjame respirar,79.0,0.6709,0.3291,0.038,0.1899
1645,rock,mar de copas,en la tierra de nadie,57.0,0.8246,0.1754,0.193,0.4035
1646,rock,mar de copas,entre los arboles,106.0,0.6226,0.1887,0.066,0.283
1647,rock,mar de copas,estrella fugaz,110.0,0.5455,0.1818,0.1,0.1545
1648,rock,mar de copas,fugitivo,113.0,0.5398,0.2212,0.0708,0.2124
1649,rock,mar de copas,la maquina del tiempo,127.0,0.3701,0.189,0.0079,0.126
1650,rock,mar de copas,la vida eterna,261.0,0.7395,0.2759,0.1303,0.2414
1651,rock,mar de copas,lb,28.0,0.7857,0.2857,0.0714,0.3571
1652,rock,mar de copas,lisa en el espejo,43.0,0.6744,0.3256,0.0465,0.186
1653,rock,mar de copas,llévame,78.0,0.5256,0.1795,0.0513,0.2949
1654,rock,mar de copas,mujer noche,145.0,0.4345,0.1379,0.0828,0.1862
1655,rock,mar de copas,ni para rogar un beso,85.0,0.6941,0.3529,0.0588,0.1529
1656,rock,mar de copas,no me imagino,34.0,0.7941,0.3529,0.1471,0.2059
1657,rock,mar de copas,otra cancion,29.0,0.8621,0.3103,0.0345,0.3448
1658,rock,mar de copas,si algo así como el amor está en el aire,74.0,0.7568,0.2703,0.1216,0.3784
1659,rock,mar de copas,si alguna vez (versión en vivo),109.0,0.7798,0.3119,0.0826,0.3119
1660,rock,mar de copas,si alguna vez,66.0,0.5,0.2273,0.0606,0.1515
1661,rock,mar de copas,suna,76.0,0.6053,0.25,0.0526,0.2632
1662,rock,mar de copas,sunshine,130.0,0.7231,0.1692,0.1231,0.1538
1663,rock,mar de copas,tras esa puerta,66.0,0.9242,0.2424,0.1818,0.3939
1664,rock,mar de copas,un dia sin sexo,53.0,0.7547,0.3208,0.0755,0.2642
1665,rock,mar de copas,un día sin sexo,53.0,0.7547,0.3208,0.0755,0.2642
1666,rock,mar de copas,un minuto de amor,74.0,0.7568,0.2703,0.1216,0.3784
1667,rock,mar de copas,un nuevo día,34.0,0.8529,0.3235,0.1176,0.2647
1668,rock,mar de copas,viejo amor nuevo amor,34.0,0.8529,0.3235,0.1176,0.2647
1669,rock,marea,aceitunero,128.0,0.875,0.2656,0.1172,0.4141
1670,rock,marea,buenos días tristeza,234.0,0.7949,0.3419,0.1538,0.2179
1671,rock,marea,como el viento de poniente,60.0,0.95,0.3167,0.2167,0.3333
1672,rock,marea,corazón de mimbre,134.0,0.8433,0.3507,0.0896,0.2612
1673,rock,marea,el hombre del sacoo,103.0,0.7767,0.3398,0.0971,0.2621
1674,rock,marea,en tu agujero,149.0,0.7315,0.2953,0.1208,0.2752
1675,rock,marea,"gallo rojo, gallo negro",116.0,0.75,0.2328,0.2069,0.2414
1676,rock,marea,la luna me sabe a poco,77.0,0.9481,0.3636,0.0909,0.4026
1677,rock,marea,la noche de viernes santo,169.0,0.5858,0.142,0.0769,0.2249
1678,rock,marea,la puta del día,141.0,0.5816,0.1986,0.0638,0.234
1679,rock,marea,la rabia que siente el corazón,305.0,0.6623,0.1869,0.1082,0.2098
1680,rock,marea,la rueca,135.0,0.6148,0.1481,0.163,0.2519
1681,rock,marea,la sartén por el mango,128.0,0.875,0.2656,0.1172,0.4141
1682,rock,marea,las putas son las únicas que me quieren,425.0,0.5859,0.2047,0.1412,0.2047
1683,rock,marea,leyenda de juan el tonto,64.0,0.7188,0.2656,0.1562,0.1875
1684,rock,marea,mierda y cuchara,99.0,0.8283,0.2323,0.1313,0.3535
1685,rock,marea,pan duro,69.0,0.9855,0.1884,0.2899,0.4928
1686,rock,marea,que se joda el viento,101.0,0.8119,0.2475,0.0693,0.3663
1687,rock,marea,virgen del mar,109.0,0.5046,0.0826,0.0734,0.1835
1688,rock,platero y tu,a un tipo listo,27.0,0.9259,0.2593,0.1852,0.3704
1689,rock,platero y tu,al cantar,46.0,0.8043,0.2391,0.0652,0.4565
1690,rock,platero y tu,alucinante,47.0,0.8723,0.2766,0.1277,0.4043
1691,rock,platero y tu,bebiendo del mismo vaso,39.0,0.9487,0.4615,0.1538,0.3077
1692,rock,platero y tu,bobo,26.0,0.8462,0.3846,0.1923,0.2308
1693,rock,platero y tu,caminar cuesta arriba,81.0,0.5556,0.2099,0.0494,0.1975
1694,rock,platero y tu,canción pa' ti,55.0,0.5455,0.2182,0.0727,0.2
1695,rock,platero y tu,cantalojas,45.0,0.7333,0.1778,0.2,0.2222
1696,rock,platero y tu,cigarrito,45.0,0.8,0.3111,0.1111,0.3111
1697,rock,platero y tu,contaminamos,48.0,0.6042,0.2708,0.1042,0.2292
1698,rock,platero y tu,cómo has perdido tú,78.0,0.641,0.1923,0.1282,0.2564
1699,rock,platero y tu,desertor,49.0,0.8367,0.3061,0.1224,0.3265
1700,rock,platero y tu,déjame en paz,65.0,0.6462,0.2462,0.1077,0.2308
1701,rock,platero y tu,el roce de tu cuerpo,54.0,0.6667,0.2222,0.1481,0.2593
1702,rock,platero y tu,entre dos mares,80.0,0.7625,0.2125,0.1125,0.3
1703,rock,platero y tu,hay poco rock &amp; roll,39.0,0.6154,0.1538,0.0513,0.2308
1704,rock,platero y tu,humo de mis pies,42.0,0.9048,0.3571,0.1667,0.3333
1705,rock,platero y tu,juliette,53.0,0.6981,0.283,0.1132,0.2075
1706,rock,platero y tu,la maté porque era mía,45.0,0.8889,0.2889,0.1778,0.3778
1707,rock,platero y tu,la noche,77.0,0.6883,0.2857,0.0519,0.2597
1708,rock,platero y tu,la vecina,44.0,0.7955,0.4091,0.0455,0.2273
1709,rock,platero y tu,lo que os merecéis,31.0,0.9032,0.5484,0.0323,0.2581
1710,rock,platero y tu,naufragio,46.0,0.7609,0.2609,0.087,0.413
1711,rock,platero y tu,no hierve tu sangre,60.0,0.8,0.3833,0.0833,0.2333
1712,rock,platero y tu,qué demonios,35.0,0.8857,0.3143,0.1143,0.3429
1713,rock,platero y tu,si miro a las nubes,43.0,0.814,0.3023,0.0698,0.3721
1714,rock,platero y tu,si tú te vas,46.0,0.7174,0.2609,0.1522,0.2174
1715,rock,platero y tu,tras la barra,71.0,0.8451,0.2254,0.1549,0.4085
1716,rock,platero y tu,voy a acabar borracho,62.0,0.7742,0.2903,0.1613,0.2581
1717,rock,platero y tu,¡déjame en paz!,69.0,0.6087,0.2319,0.1014,0.2174
1718,rock,poncho k,abuela,94.0,0.617,0.1809,0.117,0.2447
1719,rock,poncho k,al loro,150.0,0.54,0.06,0.1733,0.18
1720,rock,poncho k,al marchar,87.0,0.8276,0.2299,0.0805,0.4483
1721,rock,poncho k,amor platónico,53.0,0.9811,0.3585,0.1698,0.3208
1722,rock,poncho k,arrebatos de primavera,94.0,0.617,0.1809,0.117,0.2447
1723,rock,poncho k,así me lo invento,100.0,0.94,0.24,0.19,0.44
1724,rock,poncho k,aunque con sangre lloremos,63.0,0.8571,0.2063,0.0952,0.4921
1725,rock,poncho k,avaricia de vejez,88.0,0.5795,0.2159,0.0341,0.25
1726,rock,poncho k,ay ay,146.0,0.5068,0.1438,0.0685,0.2123
1727,rock,poncho k,"bla, bla, bla",68.0,0.9265,0.2794,0.1176,0.3971
1728,rock,poncho k,borracho de la madruga (cuantovaquere),91.0,0.7253,0.1099,0.1978,0.3187
1729,rock,poncho k,borracho de la madruga,91.0,0.7253,0.1099,0.1978,0.3187
1730,rock,poncho k,camino (destino de pluma y mano),63.0,0.8095,0.2381,0.1587,0.2857
1731,rock,poncho k,carnívoro cuchillo,104.0,0.6635,0.1346,0.1538,0.3077
1732,rock,poncho k,"cine, cine",67.0,0.8657,0.1493,0.1642,0.2239
1733,rock,poncho k,corrientes demolientes,66.0,0.8333,0.1818,0.2879,0.3485
1734,rock,poncho k,"cárcel, hospital y cementerio",92.0,0.3804,0.1087,0.1087,0.1739
1735,rock,poncho k,de ninguna parte,71.0,0.8169,0.2113,0.1549,0.2958
1736,rock,poncho k,er tio del saco,120.0,0.6333,0.1667,0.15,0.25
1737,rock,poncho k,fijo en las paredes,82.0,0.7073,0.2195,0.122,0.3049
1738,rock,poncho k,la cuenca,171.0,0.614,0.1228,0.1228,0.2398
1739,rock,poncho k,lo tierno y la corteza,92.0,0.4891,0.2174,0.0761,0.1304
1740,rock,poncho k,mentiras de sal,90.0,0.3556,0.0778,0.1,0.1778
1741,rock,poncho k,muero,106.0,0.717,0.2264,0.1604,0.2547
1742,rock,poncho k,nana a un cocodrilo,100.0,0.66,0.14,0.19,0.24
1743,rock,poncho k,pescaitos,135.0,0.6148,0.1333,0.1481,0.2593
1744,rock,poncho k,sino te gusta la quitamos,75.0,0.7867,0.24,0.1333,0.3333
1745,rock,poncho k,una historia con las manos,212.0,0.7594,0.2358,0.1226,0.283
1746,rock,rata blanca,abrazando al rock and roll,52.0,0.7308,0.2692,0.1154,0.2885
1747,rock,rata blanca,"agord, la bruja",51.0,0.902,0.3922,0.0784,0.2745
1748,rock,rata blanca,aún estás en mis sueños,70.0,0.6143,0.2429,0.0429,0.2286
1749,rock,rata blanca,bajo control,88.0,0.7386,0.1591,0.2386,0.2841
1750,rock,rata blanca,chico callejero,55.0,0.7818,0.2,0.1455,0.3273
1751,rock,rata blanca,dias duros,47.0,0.6383,0.2979,0.0426,0.234
1752,rock,rata blanca,el beso de la bruja,41.0,0.8049,0.3171,0.1463,0.2195
1753,rock,rata blanca,el círculo de fuego,70.0,0.6143,0.1857,0.1429,0.2286
1754,rock,rata blanca,el guardián de la luz,68.0,0.4559,0.1765,0.0147,0.1765
1755,rock,rata blanca,el sueño de la gitana,102.0,0.8039,0.3725,0.1078,0.2353
1756,rock,rata blanca,la canción del guerrero,50.0,0.94,0.4,0.12,0.34
1757,rock,rata blanca,la leyenda del hada y el mago,86.0,0.8023,0.3372,0.0698,0.3023
1758,rock,rata blanca,la llave de la puerta secreta,60.0,0.4833,0.15,0.05,0.1667
1759,rock,rata blanca,la misma mujer,56.0,0.8571,0.3929,0.0536,0.2857
1760,rock,rata blanca,la otra cara de la moneda,65.0,0.5538,0.2462,0.0462,0.1692
1761,rock,rata blanca,la raza del sol,41.0,0.878,0.2683,0.1463,0.3902
1762,rock,rata blanca,mujer amante,93.0,0.5161,0.1828,0.086,0.1828
1763,rock,rata blanca,preludio obsesivo,0.0,0.0,0.0,0.0,0.0
1764,rock,rata blanca,solo para amarte,108.0,0.463,0.1852,0.037,0.1759
1765,rock,rata blanca,sombra inerte del amor,57.0,0.7018,0.2281,0.1404,0.2632
1766,rock,rata blanca,volviendo a casa,93.0,0.5161,0.2258,0.0538,0.1935
1767,rock,rosendo,a la sombra de una mentira,50.0,0.8,0.38,0.06,0.34
1768,rock,rosendo,agradecido,92.0,0.3478,0.1739,0.087,0.0761
1769,rock,rosendo,amable,48.0,0.5,0.25,0.0625,0.1667
1770,rock,rosendo,atajo de cobayas,46.0,0.8261,0.2609,0.1522,0.3261
1771,rock,rosendo,bajo cuerda,39.0,0.7692,0.3333,0.0256,0.3077
1772,rock,rosendo,crucifixión,65.0,0.8923,0.3692,0.1231,0.2
1773,rock,rosendo,date por disimulao,49.0,0.7143,0.2449,0.1837,0.2449
1774,rock,rosendo,depresor,57.0,0.5439,0.2105,0.1053,0.193
1775,rock,rosendo,desdela barrerra,56.0,0.5179,0.1964,0.125,0.1964
1776,rock,rosendo,dos no siempre son pares,22.0,0.6818,0.2727,0.1818,0.0909
1777,rock,rosendo,el asa del cubo,73.0,0.5205,0.2329,0.0274,0.2329
1778,rock,rosendo,"entonces, duerme",38.0,0.7368,0.3947,0.0526,0.2895
1779,rock,rosendo,flojos de pantalón,56.0,0.8214,0.1607,0.0893,0.4464
1780,rock,rosendo,hasta de perfil,80.0,0.65,0.2375,0.1125,0.1625
1781,rock,rosendo,jugar al gua,41.0,0.7317,0.3902,0.0732,0.1707
1782,rock,rosendo,la triste cagalera,67.0,0.6567,0.1791,0.2239,0.2388
1783,rock,rosendo,loco por incordiar,58.0,0.3793,0.1379,0.1034,0.1207
1784,rock,rosendo,maneras de vivir,53.0,0.6981,0.283,0.0943,0.2453
1785,rock,rosendo,pan de higo,51.0,0.5098,0.2353,0.1373,0.1176
1786,rock,rosendo,por meter entre mis cosas la nariz,69.0,0.4928,0.2464,0.0145,0.2029
1787,rock,soda estero,corazón delator,67.0,0.6119,0.1343,0.1194,0.2836
1788,rock,soda estero,crema de estrellas,43.0,0.814,0.2558,0.2326,0.3023
1789,rock,soda estero,cuando pase el temblor,67.0,0.4925,0.1791,0.1194,0.1791
1790,rock,soda estero,de música ligera,39.0,0.6154,0.2564,0.1026,0.1795
1791,rock,soda estero,ella usó mi cabeza como un revólver,39.0,0.7949,0.1795,0.2564,0.3077
1792,rock,soda estero,en el borde,153.0,0.6078,0.0719,0.0523,0.1373
1793,rock,soda estero,en la ciudad de la furia,91.0,0.5934,0.1978,0.0989,0.1978
1794,rock,soda estero,entre caníbales,54.0,0.5,0.1481,0.1111,0.1667
1795,rock,soda estero,fue,26.0,0.8846,0.3462,0.1923,0.3077
1796,rock,soda estero,nada personal,111.0,0.2973,0.0811,0.0631,0.1171
1797,rock,soda estero,persiana americana,81.0,0.5185,0.1852,0.1111,0.1728
1798,rock,soda estero,prófugos,56.0,0.6071,0.125,0.1429,0.2857
1799,rock,soda estero,signos,58.0,0.6034,0.1207,0.1379,0.2414
1800,rock,soda estero,sueles dejarme solo,33.0,0.5152,0.0909,0.1212,0.2121
1801,rock,soda estero,te hacen falta vitaminas,67.0,0.5522,0.2388,0.0597,0.2239
1802,rock,soda estero,texturas,37.0,0.6486,0.2703,0.0541,0.3514
1803,rock,soda estero,trátame suavemente,58.0,0.5172,0.1897,0.069,0.1379
1804,rock,soda estero,un millón de años luz,78.0,0.3718,0.1282,0.0385,0.1923
1805,rock,soda estero,zoom ,56.0,0.6071,0.125,0.1429,0.2857
1806,rock,soda estero,zoom,34.0,0.8824,0.2353,0.2647,0.2059
1807,rock,triana,a través del aire,60.0,0.8833,0.3167,0.1,0.4
1808,rock,triana,abre la puerta,63.0,0.619,0.3016,0.0159,0.2698
1809,rock,triana,aroma fresco,31.0,0.9355,0.3226,0.0968,0.4839
1810,rock,triana,caudaloso río,31.0,0.871,0.2258,0.1935,0.4516
1811,rock,triana,como el viento,34.0,0.6765,0.3235,0.0588,0.2353
1812,rock,triana,corre,23.0,0.7826,0.3478,0.0435,0.3043
1813,rock,triana,de una nana siendo niño,79.0,0.5063,0.1899,0.0633,0.1646
1814,rock,triana,desnuda la mañana,49.0,0.8367,0.3061,0.1837,0.3265
1815,rock,triana,diálogo,40.0,0.575,0.375,0.0,0.175
1816,rock,triana,en el lago,64.0,0.5312,0.2344,0.0469,0.1875
1817,rock,triana,encuentro fugaz,41.0,0.7073,0.3171,0.0976,0.1951
1818,rock,triana,es algo tan maravilloso,21.0,0.7143,0.2381,0.2381,0.1905
1819,rock,triana,hasta volver,70.0,0.7429,0.3143,0.1143,0.2857
1820,rock,triana,hijos del agobio,38.0,0.7895,0.2368,0.1316,0.3421
1821,rock,triana,llégo el día,54.0,0.9259,0.3704,0.1667,0.3148
1822,rock,triana,luminosa mañana,34.0,1.0,0.3235,0.2353,0.3824
1823,rock,triana,necesito,38.0,0.8421,0.3421,0.0526,0.3158
1824,rock,triana,perdido por las calles,42.0,0.7857,0.3095,0.119,0.2619
1825,rock,triana,por el camino,25.0,0.8,0.36,0.04,0.36
1826,rock,triana,rumor,34.0,0.8235,0.3235,0.0588,0.2941
1827,rock,triana,sentimento de amor,25.0,0.84,0.28,0.08,0.4
1828,rock,triana,sombra y luz,16.0,0.875,0.25,0.125,0.4375
1829,rock,triana,sr,28.0,0.9643,0.5,0.0357,0.1786
1830,rock,triana,todo es de color,14.0,0.6429,0.1429,0.2143,0.2143
1831,rock,triana,tu frialdad,44.0,0.3409,0.1136,0.0227,0.1364
1832,rock,triana,un mal sueño,27.0,0.7778,0.2222,0.1481,0.3333
1833,rock,triana,un nido en mi ventana,25.0,0.8,0.2,0.12,0.36
1834,rock,triana,una historia,36.0,0.8611,0.3333,0.1111,0.3333
1835,rock,triana,una noche de amor desesperada,31.0,0.8065,0.2903,0.0968,0.3548
1836,rock,triana,¡ya está bien!,13.0,1.0,0.4615,0.2308,0.3077
1837,rock,vetusta morla,23 de junio,99.0,0.6465,0.2626,0.0505,0.2424
1838,rock,vetusta morla,al respirar,66.0,0.5,0.2273,0.0758,0.197
1839,rock,vetusta morla,autocritica,67.0,0.6866,0.194,0.1642,0.2537
1840,rock,vetusta morla,boca en la tierra,67.0,0.7463,0.209,0.1045,0.4179
1841,rock,vetusta morla,cancion de vuelta,45.0,0.8222,0.1556,0.1778,0.3778
1842,rock,vetusta morla,consejo de sabios,88.0,0.8182,0.2273,0.1705,0.3523
1843,rock,vetusta morla,copenhage,67.0,0.6716,0.3134,0.0597,0.2537
1844,rock,vetusta morla,copenhague,71.0,0.6338,0.2958,0.0563,0.2394
1845,rock,vetusta morla,cuarteles de invierno,94.0,0.7979,0.2234,0.1489,0.4043
1846,rock,vetusta morla,finisterre,77.0,0.7403,0.2078,0.1948,0.2727
1847,rock,vetusta morla,golpe maestro,88.0,0.7045,0.2386,0.0682,0.3409
1848,rock,vetusta morla,iglús sin primavera,59.0,0.6271,0.1186,0.1356,0.322
1849,rock,vetusta morla,la cuadratura del círculo,48.0,0.6875,0.2917,0.0208,0.2083
1850,rock,vetusta morla,la deriva,58.0,0.8103,0.2241,0.1724,0.3793
1851,rock,vetusta morla,la marea,85.0,0.5176,0.0588,0.1647,0.2824
1852,rock,vetusta morla,la vieja escuela,64.0,0.8281,0.25,0.1406,0.3281
1853,rock,vetusta morla,lo que te hace grande,74.0,0.7432,0.3243,0.1351,0.2027
1854,rock,vetusta morla,los buenos,56.0,0.6607,0.2321,0.125,0.2857
1855,rock,vetusta morla,los días raros,61.0,0.8033,0.3279,0.1475,0.3115
1856,rock,vetusta morla,maldita dulzura,67.0,0.6716,0.2985,0.0896,0.2537
1857,rock,vetusta morla,otro dia en el mundo,86.0,0.5581,0.2209,0.1163,0.186
1858,rock,vetusta morla,puntos suspensivos,83.0,0.7711,0.2048,0.1807,0.2651
1859,rock,vetusta morla,puñalada trapera,78.0,0.6026,0.2051,0.1795,0.2308
1860,rock,vetusta morla,rey sol,72.0,0.7361,0.3056,0.0833,0.3056
1861,rock,vetusta morla,saharabbey road,59.0,0.5932,0.2373,0.0847,0.2034
1862,rock,vetusta morla,sálvese quien pueda,71.0,0.6338,0.4789,0.0563,0.1127
1863,rock,vetusta morla,tour de francia,65.0,0.8769,0.1385,0.2308,0.4154
1864,rock,vetusta morla,un dia en el mundo,86.0,0.5581,0.2209,0.1163,0.186
1865,rock,vetusta morla,valiente,92.0,0.4674,0.2283,0.0435,0.1522
1866,vallenato, Diomedes Díaz,Tu Cumpleanos,112.0,0.6071,0.2768,0.0625,0.2054
1867,vallenato, Diomedes Díaz,Tú Eres La Reina,123.0,0.6179,0.1951,0.0976,0.2033
1868,vallenato, Diomedes Díaz,Tres Canciones,50.0,0.9,0.28,0.16,0.28
1869,vallenato, Diomedes Díaz,A Un Cariño Del Alma,147.0,0.5034,0.2313,0.0748,0.1633
1870,vallenato, Diomedes Díaz,Amarte Más No Pude,141.0,0.6667,0.2624,0.078,0.2411
1871,vallenato, Diomedes Díaz,Condor Herido,100.0,0.59,0.23,0.09,0.18
1872,vallenato, Diomedes Díaz,Injusticia,79.0,0.8481,0.3291,0.1013,0.2785
1873,vallenato, Diomedes Díaz,Sin Medir Distancias,125.0,0.632,0.216,0.128,0.24
1874,vallenato, Diomedes Díaz,Manguito Biche,96.0,0.8333,0.3021,0.125,0.2708
1875,vallenato, Diomedes Díaz,Bonita,129.0,0.5581,0.186,0.1008,0.155
1876,vallenato, Diomedes Díaz,Mi Primera Cana,74.0,0.6892,0.1622,0.0946,0.2432
1877,vallenato, Diomedes Díaz,La Inconforme,124.0,0.4839,0.2258,0.1129,0.129
1878,vallenato, Diomedes Díaz,Sueños y Vivencias,151.0,0.6093,0.2318,0.1258,0.2053
1879,vallenato, Diomedes Díaz,No Comprendo,64.0,0.7812,0.3906,0.1094,0.1719
1880,vallenato, Diomedes Díaz,Pidiendo Via,120.0,0.4333,0.1417,0.0583,0.0833
1881,vallenato, Diomedes Díaz,Ilusiones,118.0,0.5932,0.2119,0.1441,0.2203
1882,vallenato, Diomedes Díaz,La Suerte Esta Echada,147.0,0.5102,0.1905,0.102,0.1701
1883,vallenato, Diomedes Díaz,Tira La Primera Piedra,129.0,0.6279,0.2558,0.1318,0.1783
1884,vallenato, Diomedes Díaz,Por Que Razón,64.0,0.7031,0.3125,0.1094,0.1719
1885,vallenato, Diomedes Díaz,Así Me Hizo Dios,134.0,0.403,0.1791,0.0597,0.1343
1886,vallenato, Diomedes Díaz,Periquito Con Arroz,70.0,0.7,0.2286,0.1143,0.1429
1887,vallenato, Diomedes Díaz,Lo Mismo de Ayer,147.0,0.6599,0.2925,0.0952,0.1701
1888,vallenato, Diomedes Díaz,Sin Saber Que Me Espera,98.0,0.7143,0.3469,0.102,0.1939
1889,vallenato, Diomedes Díaz,Doblaron Las Campanas,123.0,0.7154,0.3659,0.0813,0.1789
1890,vallenato, Diomedes Díaz,La Falla Fue Tuya,77.0,0.6104,0.2208,0.1818,0.1688
1891,vallenato, Diomedes Díaz,El Hombre de Mama,163.0,0.2025,0.0613,0.0613,0.0675
1892,vallenato, Diomedes Díaz,La Plata,104.0,0.375,0.1154,0.0577,0.1442
1893,vallenato, Diomedes Díaz,Mi Ahijado,81.0,0.6296,0.2099,0.0741,0.1852
1894,vallenato, Diomedes Díaz,Simulación,78.0,0.8077,0.3077,0.1154,0.2564
1895,vallenato, Diomedes Díaz,Te Quiero Mucho,102.0,0.7255,0.2647,0.1275,0.2255
1896,vallenato, Diomedes Díaz,Un Canto Celestial,77.0,0.6883,0.1688,0.0779,0.1688
1897,vallenato, Diomedes Díaz,Aunque No Quieran,81.0,0.7407,0.3827,0.1111,0.1852
1898,vallenato, Diomedes Díaz,Listo Pa La Foto,135.0,0.4,0.1111,0.0519,0.163
1899,vallenato, Diomedes Díaz,Lucero Espiritual,46.0,0.6087,0.1739,0.1522,0.1522
1900,vallenato, Diomedes Díaz,El Verdadero Culpable,147.0,0.7551,0.3265,0.102,0.2585
1901,vallenato, Diomedes Díaz,Volvamos,135.0,0.6148,0.3037,0.0815,0.1852
1902,vallenato, Diomedes Díaz,El Jean,76.0,0.3816,0.1184,0.0789,0.1316
1903,vallenato, Diomedes Díaz,Titulo de Amor,83.0,0.5783,0.1205,0.1446,0.1566
1904,vallenato, Diomedes Díaz,Todo És Para Ti,91.0,0.6264,0.1648,0.0879,0.1648
1905,vallenato, Diomedes Díaz,Ven Conmigo,122.0,0.7213,0.2705,0.1475,0.2377
1906,vallenato, Diomedes Díaz,Esos Ojos Negros,149.0,0.5302,0.1544,0.1275,0.1745
1907,vallenato, Diomedes Díaz,Experiencias Vividas,147.0,0.6531,0.2313,0.1429,0.2517
1908,vallenato, Diomedes Díaz,Mi Muchacho,121.0,0.7851,0.2479,0.1322,0.2314
1909,vallenato, Diomedes Díaz,Gaviota Herida,128.0,0.7422,0.3281,0.1016,0.2422
1910,vallenato, Diomedes Díaz,Mujereando,106.0,0.5472,0.2264,0.1038,0.1792
1911,vallenato, Diomedes Díaz,Al Final Del Sendero,87.0,0.8621,0.2989,0.1494,0.3103
1912,vallenato, Diomedes Díaz,Cabeza de Hacha,79.0,0.3924,0.1013,0.0633,0.1646
1913,vallenato, Diomedes Díaz,El Culpable Soy Yo,145.0,0.6759,0.2828,0.0828,0.2276
1914,vallenato, Diomedes Díaz,Era Como Yo,118.0,0.7373,0.339,0.1102,0.2542
1915,vallenato, Diomedes Díaz,Lluvia de Verano,95.0,0.6421,0.1895,0.1579,0.2421
1916,vallenato, Diomedes Díaz,Te Necesito,107.0,0.6729,0.243,0.1308,0.215
1917,vallenato, Diomedes Díaz,Amor De Mi Juventud,112.0,0.6339,0.2321,0.0625,0.2232
1918,vallenato, Diomedes Díaz,Los Recuerdos de Ella,77.0,0.6883,0.3247,0.1039,0.1818
1919,vallenato, Diomedes Díaz,Muchas Gracias,87.0,0.6667,0.1264,0.2069,0.2299
1920,vallenato, Diomedes Díaz,Ay La Vida,84.0,0.631,0.1786,0.1429,0.2619
1921,vallenato, Diomedes Díaz,Fantasía,137.0,0.6277,0.219,0.1241,0.2117
1922,vallenato, Diomedes Díaz,Hija,106.0,0.6415,0.2925,0.0849,0.1981
1923,vallenato, Diomedes Díaz,Bajo El Palo e Mango,41.0,0.6829,0.2683,0.122,0.1707
1924,vallenato, Diomedes Díaz,El Regreso Del Condor,117.0,0.6667,0.2137,0.094,0.265
1925,vallenato, Diomedes Díaz,Ganó El Folclor,135.0,0.6963,0.2815,0.1333,0.1926
1926,vallenato, Diomedes Díaz,Me Deja El AvióN,75.0,0.96,0.4,0.2133,0.24
1927,vallenato, Diomedes Díaz,Otro Adios Es Morirme,116.0,0.6983,0.2759,0.069,0.25
1928,vallenato, Diomedes Díaz,Sin Ti,76.0,0.6053,0.25,0.1316,0.1316
1929,vallenato, Diomedes Díaz,26 de Mayo,104.0,0.8558,0.2404,0.1538,0.3269
1930,vallenato, Diomedes Díaz,Compadre Querido,97.0,0.4433,0.1649,0.0722,0.1134
1931,vallenato, Diomedes Díaz,Dos Claveles,109.0,0.8257,0.2385,0.1743,0.2844
1932,vallenato, Diomedes Díaz,Duerme Conmigo Esta Noche,122.0,0.6148,0.3033,0.0328,0.2049
1933,vallenato, Diomedes Díaz,Mi Biografia,43.0,0.9302,0.3488,0.1628,0.3256
1934,vallenato, Diomedes Díaz,Brindo Con El Alma,78.0,0.6923,0.3846,0.0769,0.1795
1935,vallenato, Diomedes Díaz,Dejala,116.0,0.5776,0.2931,0.0862,0.0862
1936,vallenato, Diomedes Díaz,Dos Corazones,173.0,0.289,0.0925,0.0809,0.0751
1937,vallenato, Diomedes Díaz,La Doctora,110.0,0.3545,0.1091,0.0818,0.1182
1938,vallenato, Diomedes Díaz,La Envidia,116.0,0.6379,0.2586,0.1121,0.2328
1939,vallenato, Diomedes Díaz,Mujer Del Alma,83.0,0.7952,0.1928,0.1566,0.2892
1940,vallenato, Diomedes Díaz,Sufro Por Ella,98.0,0.3265,0.1429,0.0204,0.102
1941,vallenato, Diomedes Díaz,Caracoles de Colores,86.0,0.3256,0.093,0.0233,0.1163
1942,vallenato, Diomedes Díaz,Cundé Cundé,84.0,0.4524,0.1429,0.0476,0.119
1943,vallenato, Diomedes Díaz,Dejame Llorar,72.0,0.6944,0.3194,0.0833,0.2778
1944,vallenato, Diomedes Díaz,El Mártir,165.0,0.6,0.2606,0.0788,0.1939
1945,vallenato, Diomedes Díaz,Esta Voz Es Para Siempre,97.0,0.6907,0.3093,0.134,0.2165
